Gene Name,MeanLN_INS,P-valueLN_INSvsCON,FC,logP
MURC,0.784326283,0.12,-0.3504741485312182,0.9208187539523752
MVB12A,0.808453409,0.01,-0.30676346100469293,2.0
MVP,0.8485895,0.17,-0.23686126729765675,0.769551078621726
MYBBP1A,0.705599799,0.02,-0.5030779449637889,1.6989700043360187
MYBPH,0.797916036,0.44,-0.3256911539781185,0.3565473235138126
MYH10,0.402108155,0.05,-1.314344499712145,1.3010299956639813
MYH3,0.870392257,0.14,-0.20026237244133085,0.8538719643217619
MYH7,0.83354296,0.37,-0.26267153864893783,0.431798275933005
MYH8,0.645070428,0.04,-0.6324714140731424,1.3979400086720375
MYL12A,0.609063925,0.06,-0.7153344391029351,1.2218487496163564
MYL4,0.578628612,0.02,-0.7892904315404733,1.6989700043360187
MYL6B,0.591228735,0.07,-0.7582117055884108,1.154901959985743
MYL9,0.559853265,0.14,-0.8368793419964082,0.8538719643217619
MYLPF,0.856466751,0.12,-0.22353085453079263,0.9208187539523752
MYO18A,0.954217923,0.42,-0.06760931028346628,0.37675070960209955
MYO18B,1.091182791,0.9,0.12589279696855277,0.045757490560675115
MYO1C,0.781579343,0.08,-0.3555357572449378,1.0969100130080565
MYO9B,0.765774009,0.15,-0.3850094001251721,0.8239087409443188
MYOF,0.525726234,0.79,-0.9276163669827506,0.10237290870955855
MYOM1,1.022128509,0.85,0.0315765931852077,0.07058107428570728
MYOM2,0.461198804,0.56,-1.116539323149859,0.25181197299379954
MYOM3,0.708704143,0.21,-0.4967446120026176,0.6777807052660807
MYPN,0.812664583,0.02,-0.29926807381892206,1.6989700043360187
NAA25,0.98552176,0.13,-0.021040369029546854,0.8860566476931632
NAA50,0.660930859,0.18,-0.5974287378217304,0.744727494896694
NAMPT,0.542216545,0.29,-0.8830589591641963,0.5376020021010439
NAP1L1,0.890930176,0.19,-0.16661572563828458,0.721246399047171
NAPA,0.911287131,0.58,-0.134022400681585,0.23657200643706275
NARS,0.86282146,0.32,-0.2128660353911343,0.494850021680094
NAV1,1.099673997,0.79,0.13707589409617726,0.10237290870955855
NAV3,1.362221055,0.46,0.44596083629773325,0.3372421683184259
NCAM1,0.862870267,0.21,-0.21278442913924384,0.6777807052660807
NCKAP1,0.734781537,0.01,-0.44461271886432074,2.0
NCKAP5L,1.089992265,0.86,0.12431789712537938,0.06550154875643228
NCL,0.713503652,0.04,-0.4870072808712492,1.3979400086720375
NEB,0.850168522,0.01,-0.23417925157154418,2.0
NEDD4L,1.035724748,0.42,0.05064064640519137,0.37675070960209955
NES,0.75138585,0.11,-0.41237414729608074,0.958607314841775
NEXN,0.688660978,0.14,-0.5381341638150172,0.8538719643217619
NIFK,0.650201477,0.51,-0.621041261624158,0.2924298239020636
NMD3,0.625950093,0.33,-0.6758804592176995,0.4814860601221125
NMT1,0.868063841,0.07,-0.2041269465641499,1.154901959985743
NNMT,0.734441144,0.36,-0.44528121290295847,0.44369749923271273
NONO,0.764320551,0.05,-0.38775027292383474,1.3010299956639813
NOP2,0.733045684,0.12,-0.4480249838045604,0.9208187539523752
NOP56,0.854188579,0.38,-0.22737348645333338,0.42021640338318983
NOP58,0.995201017,0.62,-0.006940135122115686,0.20760831050174613
NPLOC4,0.705246032,0.03,-0.5038014512406797,1.5228787452803376
NPM1,0.872778661,0.06,-0.19631226596395115,1.2218487496163564
NR3C1,0.92658809,0.17,-0.10999995623338617,0.769551078621726
NT5E,0.935997028,0.88,-0.09542414595097821,0.05551732784983137
NTPCR,0.757986974,0.2,-0.3997550389805422,0.6989700043360187
NUBP2,1.242611937,0.17,0.3133758185327183,0.769551078621726
NUDC,1.262845572,0.11,0.3366782288868333,0.958607314841775
NUDT16,0.747543696,0.84,-0.41977018358994483,0.07572071393811836
NUDT21,0.753772381,0.06,-0.40779916075577594,1.2218487496163564
NUFIP2,0.700237364,0.01,-0.5140840502313047,2.0
NUMBL,0.752772914,0.06,-0.4097133764129601,1.2218487496163564
NUP214,0.953394101,0.38,-0.06885539593705839,0.42021640338318983
NUP54,1.243158508,0.51,0.3140102578756494,0.2924298239020636
NUP88,0.954009839,0.78,-0.06792394961746645,0.10790539730951958
NUPL1,1.341232958,0.1,0.4235598398987878,1.0
NXF1,0.974328309,0.49,-0.03752011112505898,0.3098039199714863
OBSCN,0.227071953,0.47,-2.138778573636211,0.3279021420642826
OBSL1,0.773748262,0.08,-0.37006383115082786,1.0969100130080565
OSBPL3,0.725588006,0.11,-0.46277748663302043,0.958607314841775
OTUB1,0.854754347,0.51,-0.22641824013668255,0.2924298239020636
OTUD4,0.767929154,0.01,-0.38095487494017805,2.0
OTUD6B,0.863259062,0.52,-0.21213452114163966,0.28399665636520083
OXSR1,1.050969167,0.6,0.07172034459153032,0.2218487496163564
PA2G4,0.739445322,0.01,-0.4354846231490714,2.0
PABPC1,0.93666258,0.33,-0.09439866475174709,0.4814860601221125
PACS1,0.750648745,0.03,-0.4137901170973353,1.5228787452803376
PAF1,0.716446096,0.17,-0.48106993186390556,0.769551078621726
PAICS,0.930517429,0.89,-0.1038949220383141,0.05060999335508721
PAK2,0.924209717,0.73,-0.11370783702756233,0.1366771398795441
PALLD,0.777225698,0.02,-0.36359449226023854,1.6989700043360187
PARD3,0.934767381,0.05,-0.09732070318275919,1.3010299956639813
PARK7,0.861761381,0.07,-0.21463964796863524,1.154901959985743
PARP1,0.75431678,0.03,-0.4067575754278108,1.5228787452803376
PARP4,0.863297141,0.16,-0.21207088419269424,0.7958800173440752
PARVA,0.943512872,0.54,-0.0838858947681691,0.26760624017703144
PBDC1,0.886348823,0.42,-0.1740535110358964,0.37675070960209955
PCBP1,0.918180314,0.49,-0.12315059422352817,0.3098039199714863
PCBP4,1.269796961,0.89,0.3445978302445242,0.05060999335508721
PCMT1,1.065122748,0.71,0.09101970061675674,0.14874165128092473
PCYT1A,1.125237607,0.57,0.17022967543832795,0.24412514432750865
PDAP1,0.521745343,0.01,-0.9385822766671585,2.0
PDCD10,1.017810533,0.67,0.025469026500687383,0.17392519729917355
PDLIM3,0.886412823,0.13,-0.1739493430752848,0.8860566476931632
PDLIM4,0.829668821,0.09,-0.2693925242688433,1.0457574905606752
PDLIM5,0.710580085,0.02,-0.4929308391964886,1.6989700043360187
PDRG1,0.77986594,0.16,-0.3587019508095921,0.7958800173440752
PDS5A,0.896511309,0.19,-0.15760631286977272,0.721246399047171
PDXDC1,1.619974804,0.06,0.695971374574757,1.2218487496163564
PELO,0.833945645,0.01,-0.2619747402875077,2.0
PES1,0.498759934,0.31,-1.0035825185352163,0.5086383061657274
PFDN2,0.734058681,0.01,-0.44603269748130964,2.0
PFKL,0.955392081,0.09,-0.06583517615791694,1.0457574905606752
PFKM,0.809249735,0.01,-0.3053431068832488,2.0
PFKP,0.790901049,0.21,-0.33843088697418916,0.6777807052660807
PGAM1,1.368476681,1.0,0.4525708512229348,-0.0
PGD,1.634967923,0.47,0.7092623312690527,0.3279021420642826
PHF6,0.804633869,0.65,-0.3135956290963874,0.18708664335714442
PHGDH,0.623983397,0.31,-0.6804204526338667,0.5086383061657274
PHLDB1,0.857172739,0.12,-0.2223421267381675,0.9208187539523752
PICALM,0.920622827,0.15,-0.11931788001249252,0.8239087409443188
PIH1D1,0.931215489,0.13,-0.10281303995125315,0.8860566476931632
PIN4,0.517391207,0.01,-0.9506725590813478,2.0
PKM,0.997376845,0.79,-0.003789384957765381,0.10237290870955855
PKN1,1.004224067,0.47,0.006081205825927211,0.3279021420642826
PKN2,0.981401696,0.03,-0.027084330299364363,1.5228787452803376
PLCB3,1.118310813,0.85,0.16132121327477456,0.07058107428570728
PLEC,0.897111079,0.59,-0.15664146626358155,0.22914798835785583
PLIN3,0.98744395,0.77,-0.018229235674311894,0.11350927482751812
PLOD1,0.91152403,0.89,-0.13364740515629064,0.05060999335508721
PNO1,0.959648496,0.56,-0.05942202857445154,0.25181197299379954
POLDIP3,0.863696808,0.44,-0.2114031370827122,0.3565473235138126
POLR2E,0.769800004,0.14,-0.3774444162421438,0.8538719643217619
PPA1,0.595981307,0.09,-0.7466610137323523,1.0457574905606752
PPFIA1,0.966008891,0.56,-0.04989162741784655,0.25181197299379954
PPFIA4,0.897428192,0.17,-0.15613158903252097,0.769551078621726
PPIA,0.875944983,0.39,-0.1910878360719452,0.4089353929735008
PPIB,0.844914839,0.05,-0.24312215886995442,1.3010299956639813
PPP1CA,0.815650695,0.06,-0.29397664916477817,1.2218487496163564
PPP1CB,0.776563448,0.02,-0.3648242921351347,1.6989700043360187
PPP1R14B,0.700810575,0.03,-0.5129035499925838,1.5228787452803376
PPP1R18,0.815121744,0.04,-0.2949125430922016,1.3979400086720375
PPP1R21,0.822534401,0.03,-0.28185207669086093,1.5228787452803376
PPP2R1A,0.908493537,0.08,-0.13845184368742638,1.0969100130080565
PPP2R1B,0.994878841,0.73,-0.007407253785405014,0.1366771398795441
PPP2R2A,0.733962124,0.01,-0.4462224799486828,2.0
PPP2R2D,0.705113976,0.01,-0.5040716184827961,2.0
PPP2R3A,0.889398701,0.09,-0.16909779730635902,1.0457574905606752
PPP2R3B,0.874245143,0.14,-0.19389021905076279,0.8538719643217619
PPP2R5B,0.964786958,0.48,-0.051717689883918484,0.3187587626244128
PPP2R5C,1.154203099,0.33,0.20689710971900746,0.4814860601221125
PPP2R5D,0.972732351,0.56,-0.039885195331240464,0.25181197299379954
PPP2R5E,0.824925702,0.26,-0.27766390787203254,0.585026652029182
PPP3CA,1.312753398,0.71,0.3925959300187737,0.14874165128092473
PPP4C,0.999635478,0.87,-0.0005259899549755205,0.060480747381381476
PPP4R1,0.79000043,0.01,-0.3400746563334462,2.0
PPP4R2,0.863633285,0.06,-0.21150924803104232,1.2218487496163564
PPP6C,1.369895106,0.58,0.45406542906375474,0.23657200643706275
PRDX1,0.806930663,0.27,-0.3094833822810229,0.5686362358410126
PRDX2,0.790456898,0.31,-0.3392412973726331,0.5086383061657274
PRDX6,1.052226044,0.91,0.07344466425647027,0.040958607678906384
PRKAA1,1.171750556,0.82,0.22866547938126633,0.08618614761628333
PRKAB2,0.97186058,0.7,-0.0411787306133013,0.1549019599857432
PRKAG1,1.2440813,0.13,0.3150807678433446,0.8860566476931632
PRKCDBP,0.533043588,0.05,-0.9076745851293813,1.3010299956639813
PRKDC,0.797205035,0.01,-0.32697727288576545,2.0
PRKRA,0.768648237,0.01,-0.37960457841766476,2.0
PRMT5,1.24300797,0.21,0.31383554678670783,0.6777807052660807
PROB1,0.684592602,0.91,-0.5466823928340624,0.040958607678906384
PRPF19,0.912315929,0.21,-0.13239458817929503,0.6777807052660807
PRPF31,1.002708146,0.79,0.0039017479340856033,0.10237290870955855
PRPS1,0.83048043,0.04,-0.2679819229364413,1.3979400086720375
PRRC2A,0.729508197,0.01,-0.4550039060453466,2.0
PRRC2B,0.839890312,0.47,-0.25172716778944426,0.3279021420642826
PRRC2C,0.691416091,0.01,-0.5323739157363249,2.0
PRUNE2,1.487377764,0.23,0.5727711094174173,0.638272163982407
PSMA1,1.122804857,0.46,0.16710720974919707,0.3372421683184259
PSMA2,1.165631579,0.39,0.22111186817871795,0.4089353929735008
PSMA5,0.834581692,0.3,-0.26087482196220135,0.5228787452803376
PSMA6,0.862410009,0.58,-0.21355417299955284,0.23657200643706275
PSMA7,0.992892513,0.79,-0.010290549696927229,0.10237290870955855
PSMB5,0.883201844,0.43,-0.17918491062581135,0.36653154442041347
PSMC1,0.970138029,0.75,-0.0437380696628738,0.12493873660829995
PSMC5,0.861936873,0.64,-0.21434588258550866,0.1938200260161128
PSMD1,0.850822615,0.51,-0.23306971401621426,0.2924298239020636
PSMD11,0.8716827,0.55,-0.1981250177314383,0.2596373105057561
PSMD14,0.928855956,0.49,-0.10647320944952246,0.3098039199714863
PSMD2,0.910607587,0.23,-0.13509861523409797,0.638272163982407
PSMD3,0.855791784,0.75,-0.22466826640428902,0.12493873660829995
PSME1,0.983767413,0.17,-0.023610827874440236,0.769551078621726
PSME2,0.974603237,0.96,-0.03711308065172451,0.017728766960431602
PSME3,1.091638714,0.95,0.1264954645336152,0.022276394711152253
PTBP1,0.900718671,0.19,-0.1508515275069856,0.721246399047171
PTGFRN,0.859319518,0.9,-0.21873343113304214,0.045757490560675115
PTPN12,0.78625635,0.1,-0.3469283312877841,1.0
PTPN21,0.928185101,0.26,-0.10751555498098915,0.585026652029182
PUF60,0.883759829,0.35,-0.17827373951050068,0.4559319556497244
PUM1,0.946211143,0.56,-0.07976594412425361,0.25181197299379954
PURA,1.062667145,0.89,0.08768977800086654,0.05060999335508721
PWP1,0.901562472,0.28,-0.14950063104793807,0.5528419686577808
PXN,0.770683816,0.03,-0.3757889995310764,1.5228787452803376
PYCRL,1.082342812,0.73,0.11415751842595713,0.1366771398795441
RAB10,1.03622624,0.58,0.05133902203257236,0.23657200643706275
RAB11B,1.013610482,0.53,0.0195033489394525,0.27572413039921095
RAB12,0.856672459,0.33,-0.22318438658333672,0.4814860601221125
RAB13,0.836607864,0.41,-0.2573765357047461,0.38721614328026455
RAB14,0.934795114,0.73,-0.0972779014452629,0.1366771398795441
RAB18,1.050920409,0.53,0.07165341155601819,0.27572413039921095
RAB1A,0.898915089,0.44,-0.15374324885187388,0.3565473235138126
RAB1B,0.868653819,0.47,-0.20314675457649492,0.3279021420642826
RAB21,0.942405934,0.46,-0.08557947154515609,0.3372421683184259
RAB22A,0.609654956,0.87,-0.7139351376350556,0.060480747381381476
RAB2A,0.970102925,0.62,-0.0437902738662915,0.20760831050174613
RAB34,1.188306267,0.4,0.24890671571554174,0.3979400086720376
RAB5A,0.898697869,0.22,-0.15409191369311506,0.6575773191777937
RAB5B,1.026418224,0.31,0.03761869073997985,0.5086383061657274
RAB5C,0.84122484,0.03,-0.24943664375286617,1.5228787452803376
RAB7A,1.047720067,0.55,0.06725330475888606,0.2596373105057561
RAB8A,0.840891967,0.07,-0.25000763172542073,1.154901959985743
"RAC1,RAC2,RAC3",0.923517907,0.27,-0.11478815957068098,0.5686362358410126
RAD23B,0.632350004,0.34,-0.6612047876474119,0.46852108295774486
RAI14,0.740118112,0.21,-0.4341725727953595,0.6777807052660807
RANBP2,1.048294288,0.77,0.06804378198803611,0.11350927482751812
RANGAP1,0.989030613,0.94,-0.015912918149925778,0.026872146400301365
RAP1B,0.859468417,0.95,-0.21848346911613892,0.022276394711152253
RAPGEF1,1.152536159,0.99,0.20481201364086551,0.004364805402450088
RAPH1,0.920374621,0.46,-0.1197068925750873,0.3372421683184259
RASAL2,1.130814632,0.46,0.17736245593052877,0.3372421683184259
RASSF4,0.826669269,0.27,-0.27461783853543453,0.5686362358410126
RAVER1,1.055664305,0.97,0.07815113914074787,0.01322826573375516
RBM14,0.68553325,0.05,-0.5447014530305339,1.3010299956639813
"RBM24,RBM38",1.013652479,0.93,0.01956312299423136,0.03151705144606486
RBM25,0.767504577,0.34,-0.3817527408924763,0.46852108295774486
RBM28,0.726713446,0.04,-0.46054149488406254,1.3979400086720375
RBM3,0.70227482,0.02,-0.5098923864888472,1.6989700043360187
"RBMX,RBMXL1",0.927883766,0.47,-0.1079840015151616,0.3279021420642826
RBX1,1.088219845,0.55,0.12197004303257639,0.2596373105057561
RCC2,0.758414148,0.12,-0.3989422173349268,0.9208187539523752
RDX,0.808349342,0.24,-0.30694918179832054,0.619788758288394
RECQL,0.797243324,0.06,-0.3269079832783354,1.2218487496163564
REEP1,0.93473882,0.26,-0.09736478414172478,0.585026652029182
RHOA,0.902223461,0.54,-0.14844329317028843,0.26760624017703144
RHOG,0.911760971,0.6,-0.13327244061984136,0.2218487496163564
RICTOR,1.069323296,0.87,0.09669809910255019,0.060480747381381476
RIN1,1.963073937,0.16,0.973114511334108,0.7958800173440752
RNF114,0.818898843,0.3,-0.2882428453600817,0.5228787452803376
RNF213,0.749940361,0.23,-0.4151522250263815,0.638272163982407
RNF214,0.668700912,0.01,-0.5805670099642637,2.0
RNH1,0.879908203,0.29,-0.1845750733926732,0.5376020021010439
ROCK1,0.754376862,0.22,-0.40664266806546845,0.6575773191777937
ROCK2,0.915805774,0.26,-0.12688643389980928,0.585026652029182
RPAP3,0.723740603,0.04,-0.46645538352063215,1.3979400086720375
RPL10,0.738853962,0.06,-0.43663885787558676,1.2218487496163564
RPL10A,0.79216247,0.01,-0.33613174207635343,2.0
RPL12,0.769225216,0.03,-0.37852203839536347,1.5228787452803376
RPL13,0.767396951,0.01,-0.38195506201066215,2.0
"RPL13A,RPL13A,RPL13AP3",0.551189113,0.01,-0.8593807024475284,2.0
RPL14,0.662522039,0.01,-0.5939596478303432,2.0
RPL15,0.719404618,0.12,-0.4751246744405983,0.9208187539523752
"RPL17,RPL17-C18ORF32",0.779494734,0.02,-0.3593888182859795,1.6989700043360187
RPL18,0.579701574,0.04,-0.7866176920782642,1.3979400086720375
RPL18A,0.758348601,0.02,-0.3990669096534404,1.6989700043360187
RPL19,0.846359751,0.04,-0.24065707378393508,1.3979400086720375
RPL21,0.817700209,0.07,-0.29035608578353184,1.154901959985743
RPL22,0.814342826,0.01,-0.29629181974803265,2.0
RPL23,0.926555438,0.04,-0.11005079620100686,1.3979400086720375
RPL23A,0.78815787,0.03,-0.34344346082207394,1.5228787452803376
RPL24,0.758726509,0.01,-0.3983481502390968,2.0
RPL26,0.844016226,0.03,-0.2446573602384157,1.5228787452803376
RPL27,0.812703926,0.04,-0.29919823125621653,1.3979400086720375
RPL27A,0.921634261,0.76,-0.11773374610186518,0.11918640771920865
RPL3,0.729225949,0.01,-0.4555621952937321,2.0
RPL30,0.732465366,0.01,-0.4491675503440597,2.0
RPL31,0.776494699,0.02,-0.36495201927995846,1.6989700043360187
RPL32,0.651958362,0.01,-0.6171482667106385,2.0
RPL34,0.60473809,0.01,-0.7256176435257107,2.0
RPL35,0.788792025,0.03,-0.34228312931645855,1.5228787452803376
RPL35A,0.871698882,0.03,-0.19809823565298418,1.5228787452803376
RPL36,0.750190629,0.02,-0.41467085318852237,1.6989700043360187
"RPL36A,RPL36A-HNRNPH2",0.64343989,0.04,-0.6361227163706489,1.3979400086720375
RPL37A,0.721564307,0.01,-0.4708001190818747,2.0
RPL38,0.82732859,0.14,-0.2734676566506637,0.8538719643217619
RPL4,0.759773548,0.05,-0.39635861035683295,1.3010299956639813
RPL5,0.786775294,0.02,-0.3459764394866047,1.6989700043360187
RPL6,0.735113263,0.02,-0.4439615437417762,1.6989700043360187
RPL7,0.750642856,0.01,-0.41380143539298175,2.0
RPL7A,0.759425634,0.02,-0.39701939772056744,1.6989700043360187
RPL8,0.803966667,0.05,-0.3147924073521792,1.3010299956639813
RPL9,0.788740389,0.68,-0.34237757428696675,0.16749108729376366
"RPLP0,RPLP0P6",0.761958303,0.03,-0.39221604428302204,1.5228787452803376
RPLP1,0.72914113,0.04,-0.45573001031448124,1.3979400086720375
RPLP2,0.774212943,0.06,-0.3691976686239286,1.2218487496163564
"RPS10,RPS10-NUDT3",0.8082738,0.01,-0.30708401108045397,2.0
RPS11,0.812813413,0.02,-0.29900388531060157,1.6989700043360187
RPS12,0.82616009,0.36,-0.2755067264747289,0.44369749923271273
RPS13,0.758973857,0.01,-0.39787790229803105,2.0
RPS14,0.78502688,0.03,-0.3491860409101458,1.5228787452803376
RPS15,0.826633854,0.02,-0.2746796457674783,1.6989700043360187
RPS15A,0.795662356,0.05,-0.3297717503814028,1.3010299956639813
RPS16,0.802542772,0.01,-0.31734981130300705,2.0
RPS17,0.770827712,0.01,-0.375519656042642,2.0
RPS18,0.823465989,0.02,-0.28021903025974054,1.6989700043360187
RPS19,0.799100452,0.03,-0.3235512244085997,1.5228787452803376
RPS2,0.821882191,0.01,-0.28299648278179296,2.0
RPS20,0.76411986,0.01,-0.38812913743177524,2.0
RPS23,0.823934347,0.15,-0.2793987101864714,0.8239087409443188
RPS24,0.763524839,0.01,-0.3892530033279463,2.0
RPS25,0.796607393,0.02,-0.32805922603770565,1.6989700043360187
"RPS26,RPS26P11",0.686530331,0.01,-0.5426046346509726,2.0
"RPS27A,UBA52,UBB,UBC",0.820132912,0.01,-0.2860703608338785,2.0
RPS27L,0.769432233,0.03,-0.3781338267095515,1.5228787452803376
RPS28,0.701016437,0.02,-0.5124798228335262,1.6989700043360187
RPS29,0.785944204,0.15,-0.3475011990316668,0.8239087409443188
RPS4Y1,0.795395055,0.04,-0.3302565020039234,1.3979400086720375
RPS5,0.733005296,0.06,-0.448104472946645,1.2218487496163564
RPS6,0.754842058,0.01,-0.40575328618110107,2.0
RPS7,0.796486441,0.06,-0.32827829267043857,1.2218487496163564
RPS9,0.81467738,0.06,-0.2956992434230519,1.2218487496163564
RPSA,0.987582834,0.97,-0.018026334873155792,0.01322826573375516
RQCD1,1.145700845,0.94,0.19623038983966026,0.026872146400301365
RRAD,1.018384684,0.77,0.02628262709797654,0.11350927482751812
RRBP1,0.587457122,0.02,-0.7674445404615692,1.6989700043360187
RRP12,0.745660332,0.06,-0.42340950051232973,1.2218487496163564
RRP1B,1.413485887,0.83,0.4992574786011661,0.08092190762392612
RSL1D1,0.900942537,0.24,-0.15049300242107966,0.619788758288394
RSU1,0.810994555,0.02,-0.30223586663577384,1.6989700043360187
RTCA,0.91976618,0.42,-0.12066094440078017,0.37675070960209955
RTN4,0.823412436,0.22,-0.28031285703696845,0.6575773191777937
RUVBL1,1.164546296,0.96,0.21976799436369743,0.017728766960431602
RUVBL2,0.790825136,0.01,-0.33856936771726803,2.0
S100A10,0.722220589,0.88,-0.4694885457932793,0.05551732784983137
S100A16,0.976909206,0.66,-0.033703610626529545,0.1804560644581313
SACS,1.10213825,0.6,0.1403052040174323,0.2218487496163564
SAMD4A,0.718376251,0.04,-0.47718843847599124,1.3979400086720375
SAMD4B,0.546281845,0.05,-0.8722826172362143,1.3010299956639813
SAMHD1,0.645250608,0.01,-0.6320684991598698,2.0
SAR1A,0.846156794,0.27,-0.2410030734253356,0.5686362358410126
SARS,0.809836465,0.08,-0.3042974893016844,1.0969100130080565
SART1,0.665079569,0.06,-0.5884011423418569,1.2218487496163564
SASH1,1.2529571,0.39,0.32533701906775775,0.4089353929735008
SBDS,0.779646601,0.02,-0.35910776901411523,1.6989700043360187
SBF1,1.330109921,0.63,0.4115454757480726,0.2006594505464183
SCAF4,0.709144361,0.06,-0.49584874711419513,1.2218487496163564
SCFD1,1.002975208,0.58,0.004285945194853173,0.23657200643706275
SCYL2,1.144422638,0.37,0.19461994122821621,0.431798275933005
SEC13,0.806099318,0.01,-0.3109704934061631,2.0
SEC14L1,0.945410321,0.05,-0.08098748027093543,1.3010299956639813
SEC16A,1.60064423,0.35,0.6786526803390948,0.4559319556497244
SEC23A,0.743868443,0.66,-0.4268805991101917,0.1804560644581313
SEC31A,0.842911353,0.06,-0.24654718057887756,1.2218487496163564
11-Sep,0.732029022,0.12,-0.4500272482011602,0.9208187539523752
2-Sep,1.114389912,0.67,0.15625410313306096,0.17392519729917355
7-Sep,1.05035206,0.39,0.07087297559077674,0.4089353929735008
9-Sep,1.033828879,0.43,0.04799740823643509,0.36653154442041347
SERPINE2,0.789968412,0.21,-0.34013312863821266,0.6777807052660807
SERPINH1,0.975103063,0.66,-0.0363733830805525,0.1804560644581313
SETD3,0.792617083,0.15,-0.335304033342514,0.8239087409443188
SF1,0.71438455,0.01,-0.485227215267265,2.0
SF3A1,0.682976906,0.03,-0.5500912984548137,1.5228787452803376
SF3A3,1.763996202,0.65,0.8188474546813382,0.18708664335714442
SF3B1,1.223393802,0.85,0.29088887217529513,0.07058107428570728
SF3B2,0.929418857,0.63,-0.10559917886979445,0.2006594505464183
SF3B3,0.715025436,0.69,-0.48393353028536784,0.16115090926274472
SFPQ,0.773220903,0.14,-0.3710474554670115,0.8538719643217619
SGTA,0.824104191,0.36,-0.27910134687640026,0.44369749923271273
SH3GL1,0.773781365,0.38,-0.3700021101561372,0.42021640338318983
SH3GLB1,0.876684171,0.17,-0.18987089531447485,0.769551078621726
SH3KBP1,0.920956104,0.13,-0.11879570084080693,0.8860566476931632
SH3PXD2A,0.858279156,0.03,-0.22048113308973682,1.5228787452803376
SIRT2,0.889472435,0.14,-0.16897819822573645,0.8538719643217619
SKP1,0.951794274,0.52,-0.07127831962477654,0.28399665636520083
SLAIN2,0.741932735,0.16,-0.4306396995248908,0.7958800173440752
SLC3A2,1.278126125,0.65,0.3540302079076533,0.18708664335714442
SLC4A1AP,1.270629019,0.94,0.3455428733221077,0.026872146400301365
SMAD1,0.942921507,0.52,-0.08479041537095272,0.28399665636520083
SMC3,0.923606425,0.36,-0.11464988573874149,0.44369749923271273
SMEK1,0.922217643,0.31,-0.11682082858977856,0.5086383061657274
SMEK2,1.025535534,0.84,0.03637748093276405,0.07572071393811836
SMG8,0.67247209,0.02,-0.5724537029863732,1.6989700043360187
SMG9,0.918170742,0.07,-0.12316563435094427,1.154901959985743
"SMN1,SMN2",0.842461476,0.03,-0.2473173785091599,1.5228787452803376
SMTN,0.890332273,0.02,-0.1675842429119888,1.6989700043360187
SND1,0.797803266,0.04,-0.3258950654302493,1.3979400086720375
SNRPA,1.169057385,0.65,0.22534574853763878,0.18708664335714442
SNRPA1,0.954669453,0.66,-0.06692679741010135,0.1804560644581313
"SNRPB,SNRPN",0.869121809,0.1,-0.20236970734711845,1.0
SNRPB2,1.090271486,0.51,0.12468742191707452,0.2924298239020636
SNRPD1,0.783039518,0.82,-0.35284297640812656,0.08618614761628333
SNRPD2,0.849702563,0.54,-0.23497017832043302,0.26760624017703144
SNRPD3,0.806408429,0.01,-0.31041737617236825,2.0
SNX3,0.856119011,0.04,-0.22411673208687785,1.3979400086720375
SORBS1,0.940774328,0.33,-0.08807940266846234,0.4814860601221125
SPARC,0.89655437,0.92,-0.15753701937774356,0.036212172654444715
SPATA5L1,1.204949635,0.64,0.26897284533135474,0.1938200260161128
SPATS2,1.148616161,0.13,0.19989676566169934,0.8860566476931632
SPG20,0.883420139,0.18,-0.17882837355270306,0.744727494896694
SPTBN1,0.990398318,0.82,-0.013919230471613805,0.08618614761628333
SQSTM1,0.791476461,0.73,-0.3373816505306573,0.1366771398795441
SRGAP1,0.855955988,0.01,-0.22439147761437997,2.0
SRGAP2,0.873906119,0.02,-0.1944497910515455,1.6989700043360187
SRP14,0.721896643,0.07,-0.47013579974912,1.154901959985743
SRP54,0.846862867,0.03,-0.23979972286995946,1.5228787452803376
SRP68,1.274680708,0.88,0.35013591479185197,0.05551732784983137
SRPK1,0.696712109,0.09,-0.5213654570405339,1.0457574905606752
SRR,0.992797423,0.53,-0.010428724211544003,0.27572413039921095
SRSF2,0.789132644,0.02,-0.3416602740440622,1.6989700043360187
SRSF5,0.684721462,0.02,-0.5464108617245745,1.6989700043360187
SSB,0.687767099,0.05,-0.5400079921730659,1.3010299956639813
"ST13,ST13P4,ST13P5",0.805926385,0.14,-0.3112800288955772,0.8538719643217619
STARD13,0.660766251,0.01,-0.5977880926916501,2.0
STAT1,0.724551106,0.1,-0.4648406414441179,1.0
STAT2,0.589646855,0.08,-0.7620769252876111,1.0969100130080565
STAT3,0.796902886,0.99,-0.3275241729586992,0.004364805402450088
STAU2,0.766067086,0.31,-0.3844573575653561,0.5086383061657274
STK10,0.804566064,0.12,-0.31371720744759085,0.9208187539523752
STK25,0.784937338,0.9,-0.34935060746269553,0.045757490560675115
STRAP,0.813512858,0.1,-0.29776294625294303,1.0
STRIP1,0.88131454,0.08,-0.1822710878746611,1.0969100130080565
STRIP2,0.954441327,0.39,-0.06727158227425081,0.4089353929735008
STRN,0.90068704,0.11,-0.1509021922590339,0.958607314841775
STRN4,0.894332503,0.13,-0.1611167855766972,0.8860566476931632
STXBP5,0.983358967,0.52,-0.024209938366913195,0.28399665636520083
SUB1,0.716591828,0.02,-0.4807765037125601,1.6989700043360187
